seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr7	27279601	27282200	2600	*	1	Distal Intergenic	7	27241429	27247229	5801	2	101410536	ENST00000517726.1	-32372	ENSG00000253405	EVX1-AS	EVX1 antisense RNA	16_ReprPC
chr7	28971601	28973800	2200	*	1	Distal Intergenic	7	28979967	29013367	33401	1	100506497	ENST00000609389.5	-6167	ENSG00000272568	LOC100506497	uncharacterized LOC100506497	16_ReprPC
chr7	32105401	32115000	9600	*	1	Intron (ENST00000396193.5/5137, intron 3 of 18)	7	31873332	32078010	204679	2	5137	ENST00000464881.1	-27391	ENSG00000154678	PDE1C	phosphodiesterase 1C	16_ReprPC
chr7	45126601	45128400	1800	*	1	Distal Intergenic	7	45100100	45112047	11948	2	9238	ENST00000395655.8	-14554	ENSG00000136270	TBRG4	transforming growth factor beta regulator 4	16_ReprPC
chr7	45609801	45614600	4800	*	1	Exon (ENST00000432715.5/107, exon 4 of 10)	7	45648709	45680642	31934	1	107	ENST00000646653.1	-34109	ENSG00000164742	ADCY1	adenylate cyclase 1	16_ReprPC
chr7	45957201	45964600	7400	*	2	Intron (ENST00000664963.1/102723446, intron 1 of 4)	7	45969657	45980191	10535	1	102723446	ENST00000416708.1	-5057	NA	LOC102723446	uncharacterized LOC102723446	16_ReprPC
chr7	49813201	49815600	2400	*	1	Intron (ENST00000340652.5/375567, intron 3 of 3)	7	49773638	49921950	148313	1	375567	ENST00000340652.5	39563	ENSG00000188730	VWC2	von Willebrand factor C domain containing 2	16_ReprPC
chr7	54608201	54616200	8000	*	3	Distal Intergenic	7	54556970	54571726	14757	1	285878	ENST00000456049.1	51231	ENSG00000224223	VSTM2A-OT1	VSTM2A overlapping transcript 1	16_ReprPC
chr7	70593801	70599400	5600	*	1	Promoter (<=1kb)	7	70596085	70792485	196401	1	26053	ENST00000644506.1	0	ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2	16_ReprPC
chr7	73442201	73447000	4800	*	1	Exon (ENST00000339594.9/9031, exon 17 of 20)	7	73433778	73436120	2343	1	8326	ENST00000344575.5	8423	ENSG00000188763	FZD9	frizzled class receptor 9	16_ReprPC
chr7	75829201	75831200	2000	*	1	Distal Intergenic	7	75811665	75823356	11692	2	6369	ENST00000416943.1	-5845	ENSG00000106178	CCL24	C-C motif chemokine ligand 24	16_ReprPC
chr7	79084001	79085600	1600	*	1	Intron (ENST00000354212.9/9863, intron 1 of 21)	7	79139829	79177210	37382	1	105375366	ENST00000629240.1	-54229	NA	LOC105375366	uncharacterized LOC105375366	16_ReprPC
chr7	94538201	94540600	2400	*	2	Exon (ENST00000297273.9/64921, exon 10 of 18)	7	94551733	94556966	5234	1	64921	ENST00000471944.5	-11133	ENSG00000127995	CASD1	CAS1 domain containing 1	16_ReprPC
chr7	96614601	96634600	20000	*	1	3' UTR	7	96622430	96645932	23503	2	7979	ENST00000616956.1	11332	ENSG00000127922	SEM1	SEM1 26S proteasome subunit	16_ReprPC
chr7	96636401	96655600	19200	*	7	Promoter (<=1kb)	7	96622430	96645932	23503	2	7979	ENST00000616956.1	0	ENSG00000127922	SEM1	SEM1 26S proteasome subunit	16_ReprPC
chr7	97839001	97842600	3600	*	1	Distal Intergenic	7	97852314	97854875	2562	2	107986827	ENST00000487714.1	12275	NA	CZ1P-ASNS	CZ1P-ASNS readthrough	16_ReprPC
chr7	116957801	116966800	9000	*	3	Promoter (2-3kb)	7	116954974	116968574	13601	1	338069	ENST00000397751.2	2827	ENSG00000214188	ST7-OT4	ST7 overlapping transcript 4	16_ReprPC
chr7	121937201	121961400	24200	*	4	Intron (ENST00000651065.1/5803, intron 2 of 30)	7	122011208	122013312	2105	1	5803	ENST00000483028.1	-49808	ENSG00000106278	PTPRZ1	protein tyrosine phosphatase receptor type Z1	16_ReprPC
chr7	127254801	127265000	10200	*	1	Promoter (1-2kb)	7	126439077	127253093	814017	2	2918	ENST00000472701.5	-1708	ENSG00000179603	GRM8	glutamate metabotropic receptor 8	16_ReprPC
chr7	139208401	139211200	2800	*	1	Distal Intergenic	7	139230356	139261290	30935	1	254048	ENST00000486663.5	-19156	ENSG00000157741	UBN2	ubinuclein 2	16_ReprPC
chr7	140774201	140778800	4600	*	1	Promoter (2-3kb)	7	140734521	140781677	47157	2	673	ENST00000479537.6	2877	ENSG00000157764	BRAF	B-Raf proto-oncogene, serine/threonine kinase	16_ReprPC
chr7	143577401	143580000	2600	*	2	Exon (ENST00000448886.1/ENST00000448886.1, exon 1 of 1)	7	143571801	143574387	2587	1	441294	ENST00000420911.2	5600	ENSG00000271079	CTAGE15	CTAGE family member 15	16_ReprPC
chr7	143582601	143583600	1000	*	4	Distal Intergenic	7	143571801	143574387	2587	1	441294	ENST00000420911.2	10800	ENSG00000271079	CTAGE15	CTAGE family member 15	16_ReprPC
chr7	149389801	149393800	4000	*	3	Distal Intergenic	7	149398204	149401456	3253	1	101928733	ENST00000417506.1	-4404	ENSG00000228151	LOC101928733	uncharacterized LOC101928733	16_ReprPC
chr7	150038601	150043600	5000	*	1	Promoter (<=1kb)	7	150039455	150045092	5638	1	100134040	ENST00000653061.1	0	NA	LOC100134040	uncharacterized LOC100134040	16_ReprPC
chr7	150643401	150646400	3000	*	2	Distal Intergenic	7	150625378	150632648	7271	2	474344	ENST00000618759.4	-10753	ENSG00000133561	GIMAP6	GTPase, IMAP family member 6	16_ReprPC
chr7	150716401	150719000	2600	*	1	Promoter (<=1kb)	7	150716606	150719516	2911	1	100527949	ENST00000464461.1	0	ENSG00000281887	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	16_ReprPC
chr7	150943201	150945000	1800	*	1	3' UTR	7	150950680	150951516	837	2	3757	ENST00000683359.1	6516	ENSG00000055118	KCNH2	potassium voltage-gated channel subfamily H member 2	16_ReprPC
chr7	153582401	153586800	4400	*	8	Distal Intergenic	7	153399919	153413985	14067	2	103724390	ENST00000660414.1	-168416	ENSG00000234722	LINC01287	long intergenic non-protein coding RNA 1287	16_ReprPC
chr7	155162201	155164400	2200	*	1	Distal Intergenic	7	155213920	155217134	3215	1	105375586	ENST00000663395.1	-49520	NA	LOC105375586	uncharacterized LOC105375586	16_ReprPC
chr7	155258401	155278200	19800	*	1	Promoter (<=1kb)	7	155267137	155268072	936	1	105375589	ENST00000664122.1	0	ENSG00000225612	LOC105375589	uncharacterized LOC105375589	16_ReprPC
chr7	155285001	155302400	17400	*	1	Promoter (<=1kb)	7	155297776	155310233	12458	1	3638	ENST00000344756.8	0	ENSG00000186480	INSIG1	insulin induced gene 1	16_ReprPC
chr7	156784801	156792200	7400	*	1	Intron (ENST00000353442.10/64327, intron 5 of 16)	7	156681520	156796493	114974	2	64327	ENST00000448926.5	4293	ENSG00000105983	LMBR1	limb development membrane protein 1	16_ReprPC
chr7	156793801	156803400	9600	*	1	Promoter (<=1kb)	7	156681520	156796493	114974	2	64327	ENST00000448926.5	0	ENSG00000105983	LMBR1	limb development membrane protein 1	16_ReprPC
chr7	156803601	156823200	19600	*	1	3' UTR	7	156681520	156796493	114974	2	64327	ENST00000448926.5	-7108	ENSG00000105983	LMBR1	limb development membrane protein 1	16_ReprPC
chr7	157257001	157260200	3200	*	1	Promoter (<=1kb)	7	157256687	157267676	10990	1	9690	ENST00000474153.1	314	ENSG00000009335	UBE3C	ubiquitin protein ligase E3C	16_ReprPC
chr7	157469201	157488600	19400	*	2	Promoter (2-3kb)	7	157466231	157499716	33486	1	101927914	ENST00000444158.1	2970	ENSG00000234210	LOC101927914	uncharacterized LOC101927914	16_ReprPC
chr7	158853001	158854800	1800	*	1	Promoter (1-2kb)	7	158856558	158946189	89632	1	55112	ENST00000407559.8	-1758	ENSG00000126870	DYNC2I1	dynein 2 intermediate chain 1	16_ReprPC
chr8	486801	508800	22000	*	3	Promoter (<=1kb)	8	492630	495010	2381	2	157695	ENST00000524229.1	0	ENSG00000180190	TDRP	testis development related protein	16_ReprPC
chr8	4848201	4854400	6200	*	1	Intron (ENST00000635120.2/64478, intron 1 of 69)	8	2938099	4994701	2056603	2	64478	ENST00000400186.7	140301	ENSG00000183117	CSMD1	CUB and Sushi multiple domains 1	16_ReprPC
chr8	9757401	9763800	6400	*	1	Exon (ENST00000310430.11/8658, exon 21 of 27)	8	9770131	9777036	6906	1	8658	ENST00000517770.1	-6331	ENSG00000173273	TNKS	tankyrase	16_ReprPC
chr8	11535201	11561200	26000	*	4	Promoter (<=1kb)	8	11545731	11549103	3373	1	640	ENST00000533828.1	0	ENSG00000136573	BLK	BLK proto-oncogene, Src family tyrosine kinase	16_ReprPC
chr8	21898601	21905600	7000	*	7	Distal Intergenic	8	21909834	21911075	1242	2	9046	ENST00000522011.1	5475	ENSG00000147443	DOK2	docking protein 2	16_ReprPC
chr8	21906401	21918600	12200	*	2	Promoter (<=1kb)	8	21908873	21913690	4818	2	9046	ENST00000276420.9	0	ENSG00000147443	DOK2	docking protein 2	16_ReprPC
chr8	22085201	22090800	5600	*	6	Promoter (<=1kb)	8	22089150	22104911	15762	1	64760	ENST00000289921.8	0	ENSG00000158863	FHIP2B	FHF complex subunit HOOK interacting protein 2B	16_ReprPC
chr8	22531201	22547800	16600	*	1	Promoter (<=1kb)	8	22544986	22556905	11920	1	10174	ENST00000522037.5	0	ENSG00000120896	SORBS3	sorbin and SH3 domain containing 3	16_ReprPC
chr8	23564601	23569600	5000	*	3	Promoter (<=1kb)	8	23566683	23571590	4908	1	51312	ENST00000522164.5	0	ENSG00000147454	SLC25A37	solute carrier family 25 member 37	16_ReprPC
chr8	23570001	23572000	2000	*	1	3' UTR	8	23566776	23571590	4815	1	51312	ENST00000521637.1	3225	ENSG00000147454	SLC25A37	solute carrier family 25 member 37	16_ReprPC
chr8	25888401	25900600	12200	*	4	Promoter (<=1kb)	8	25844609	25887916	43308	2	64641	ENST00000535548.1	-485	ENSG00000221818	EBF2	EBF transcription factor 2	16_ReprPC
chr8	25905601	25909600	4000	*	2	Exon (ENST00000520164.6/64641, exon 7 of 16)	8	25844609	25887916	43308	2	64641	ENST00000535548.1	-17685	ENSG00000221818	EBF2	EBF transcription factor 2	16_ReprPC
chr8	26719001	26727800	8800	*	2	Distal Intergenic	8	26637530	26643522	5993	1	1808	ENST00000474808.1	81471	ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	16_ReprPC
chr8	29210801	29217200	6400	*	1	Intron (ENST00000524189.6/23303, intron 2 of 39)	8	29150297	29263062	112766	2	23303	ENST00000523968.1	45862	ENSG00000197892	KIF13B	kinesin family member 13B	16_ReprPC
chr8	35091201	35096000	4800	*	5	Exon (ENST00000667383.1/105379369, exon 2 of 2)	8	35080592	35093509	12918	1	105379369	ENST00000667383.1	10609	NA	LOC105379369	uncharacterized LOC105379369	16_ReprPC
chr8	38384601	38385200	600	*	1	Promoter (1-2kb)	8	38386207	38392843	6637	1	137994	ENST00000527334.5	-1007	ENSG00000165046	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	16_ReprPC
chr8	42072801	42074000	1200	*	1	Distal Intergenic	8	41973422	42051994	78573	2	7994	ENST00000650356.1	-20807	ENSG00000083168	KAT6A	lysine acetyltransferase 6A	16_ReprPC
chr8	42356801	42358200	1400	*	1	Promoter (<=1kb)	8	42357174	42371752	14579	1	5423	ENST00000518579.5	0	ENSG00000070501	POLB	DNA polymerase beta	16_ReprPC
chr8	50821401	50825200	3800	*	1	Distal Intergenic	8	50643841	50792829	148989	1	54212	ENST00000642377.1	177560	ENSG00000147481	SNTG1	syntrophin gamma 1	16_ReprPC
chr8	54160801	54166800	6000	*	1	Distal Intergenic	8	54136508	54147858	11351	1	29088	ENST00000522521.2	24293	ENSG00000137547	MRPL15	mitochondrial ribosomal protein L15	16_ReprPC
chr8	54780801	54790000	9200	*	1	Exon (ENST00000637698.1/6101, exon 24 of 29)	8	54796514	54869985	73472	1	6101	ENST00000650534.1	-6514	ENSG00000104237	RP1	RP1 axonemal microtubule associated	16_ReprPC
chr8	55239201	55239800	600	*	1	Intron (ENST00000327381.7/114786, intron 1 of 2)	8	55161483	55164451	2969	1	105375844	ENST00000522559.1	77718	NA	LOC105375844	uncharacterized LOC105375844	16_ReprPC
chr8	55370801	55371400	600	*	1	Intron (ENST00000327381.7/114786, intron 2 of 2)	8	55449509	55455139	5631	2	100133234	ENST00000444527.2	83739	ENSG00000248522	SBF1P1	SET binding factor 1 pseudogene 1	16_ReprPC
chr8	58054001	58058000	4000	*	1	Intron (ENST00000519262.5/90362, intron 2 of 3)	8	58070207	58075623	5417	1	90362	ENST00000518427.5	-12207	ENSG00000169122	FAM110B	family with sequence similarity 110 member B	16_ReprPC
chr8	65276801	65295800	19000	*	2	Distal Intergenic	8	65167733	65184210	16478	2	552859	ENST00000650029.1	-92591	ENSG00000280725	LINC00251	long intergenic non-protein coding RNA 251	16_ReprPC
chr8	65494801	65504200	9400	*	4	Distal Intergenic	8	65526738	65562781	36044	2	286186	ENST00000520902.2	58581	ENSG00000254081	LINC01299	long intergenic non-protein coding RNA 1299	16_ReprPC
chr8	69245001	69247400	2400	*	1	Distal Intergenic	8	69067462	69104242	36781	2	100505718	ENST00000664220.1	-140759	ENSG00000253658	LINC01592	long intergenic non-protein coding RNA 1592	16_ReprPC
chr8	70973001	70981800	8800	*	1	Intron (ENST00000647843.1/105375894, intron 2 of 8)	8	71155454	71157955	2502	1	105375894	ENST00000666052.1	-173654	NA	LOC105375894	uncharacterized LOC105375894	16_ReprPC
chr8	72460401	72477400	17000	*	2	Exon (ENST00000521224.1/ENST00000521224.1, exon 1 of 2)	8	72537225	72938349	401125	1	9312	ENST00000523207.2	-59825	ENSG00000182674	KCNB2	potassium voltage-gated channel subfamily B member 2	16_ReprPC
chr8	77590601	77593000	2400	*	1	Distal Intergenic	8	77450697	77476381	25685	1	102724874	ENST00000524014.1	139904	NA	LOC102724874	uncharacterized LOC102724874	16_ReprPC
chr8	82641201	82644200	3000	*	3	Intron (ENST00000663058.1/105375931, intron 6 of 7)	8	82435411	82905347	469937	1	105375931	ENST00000658531.1	205790	NA	LOC105375931	uncharacterized LOC105375931	16_ReprPC
chr8	85092601	85099000	6400	*	1	Distal Intergenic	8	85107215	85138174	30960	1	85444	ENST00000522567.5	-8215	ENSG00000133739	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	16_ReprPC
chr8	97158201	97165600	7400	*	1	Distal Intergenic	8	97055527	97092936	37410	1	10404	ENST00000529551.1	102674	ENSG00000104324	CPQ	carboxypeptidase Q	16_ReprPC
chr8	99959201	99960200	1000	*	3	Distal Intergenic	8	99961066	99978051	16986	2	26166	ENST00000517843.5	17851	ENSG00000132554	RGS22	regulator of G protein signaling 22	16_ReprPC
chr8	99961401	99985800	24400	*	1	Promoter (<=1kb)	8	99961066	99978051	16986	2	26166	ENST00000517843.5	0	ENSG00000132554	RGS22	regulator of G protein signaling 22	16_ReprPC
chr8	102499401	102505400	6000	*	3	Exon (ENST00000489699.2/ENST00000489699.2, exon 1 of 1)	8	102528740	102538668	9929	1	107986898	ENST00000519630.1	-23340	ENSG00000253633	LOC107986898	uncharacterized LOC107986898	16_ReprPC
chr8	106332401	106336800	4400	*	1	Intron (ENST00000517566.7/55074, intron 1 of 16)	8	106270291	106272902	2612	1	55074	ENST00000661818.1	62110	ENSG00000164830	OXR1	oxidation resistance 1	16_ReprPC
chr8	110984201	110990400	6200	*	2	Intron (ENST00000670392.1/101927459, intron 2 of 2)	8	110900058	111027337	127280	2	101927459	ENST00000658028.1	36937	ENSG00000253877	LINC01608	long intergenic non-protein coding RNA 1608	16_ReprPC
chr8	114439601	114447200	7600	*	1	Distal Intergenic	8	113018776	113436939	418164	2	114788	ENST00000497026.5	-1002662	ENSG00000164796	CSMD3	CUB and Sushi multiple domains 3	16_ReprPC
chr8	121137801	121142400	4600	*	1	Distal Intergenic	8	120535745	120813273	277529	2	6641	ENST00000395601.7	-324528	ENSG00000172164	SNTB1	syntrophin beta 1	16_ReprPC
chr8	139505001	139513800	8800	*	1	Exon (ENST00000611315.1/ENST00000611315.1, exon 1 of 1)	8	139601078	139602064	987	2	51305	ENST00000523653.1	88264	ENSG00000169427	KCNK9	potassium two pore domain channel subfamily K member 9	16_ReprPC
chr8	139924201	139927800	3600	*	1	Intron (ENST00000438773.4/83696, intron 19 of 22)	8	139914799	139916620	1822	1	105375781	ENST00000521883.1	9402	NA	LOC105375781	uncharacterized LOC105375781	16_ReprPC
chr8	144238601	144241400	2800	*	3	Promoter (<=1kb)	8	144239112	144261925	22814	1	727957	ENST00000544576.1	0	ENSG00000179832	MROH1	maestro heat like repeat family member 1	16_ReprPC
chr8	145556601	145561000	4400	*	1	Distal Intergenic	8	145052468	145053437	970	1	65265	ENST00000529593.1	504133	ENSG00000182307	C8orf33	chromosome 8 open reading frame 33	16_ReprPC
chr8	145577201	145578400	1200	*	3	Distal Intergenic	8	145052468	145053437	970	1	65265	ENST00000529593.1	524733	ENSG00000182307	C8orf33	chromosome 8 open reading frame 33	16_ReprPC
chr9	839201	849600	10400	*	1	Promoter (<=1kb)	9	841690	894985	53296	1	1761	ENST00000564322.1	0	ENSG00000137090	DMRT1	doublesex and mab-3 related transcription factor 1	16_ReprPC
chr9	1046401	1047200	800	*	1	Promoter (<=1kb)	9	1045625	1048641	3017	1	102800446	ENST00000625222.1	776	NA	LINC01230	long intergenic non-protein coding RNA 1230	16_ReprPC
chr9	1049201	1050000	800	*	1	Promoter (<=1kb)	9	1049858	1057064	7207	1	10655	ENST00000635183.1	0	ENSG00000173253	DMRT2	doublesex and mab-3 related transcription factor 2	16_ReprPC
chr9	14316201	14321800	5600	*	1	Promoter (<=1kb)	9	14087629	14321948	234320	2	4781	ENST00000635877.1	148	ENSG00000147862	NFIB	nuclear factor I B	16_ReprPC
chr9	14339801	14354800	15000	*	4	Exon (ENST00000440947.1/ENST00000440947.1, exon 1 of 2)	9	14087629	14322338	234710	2	4781	ENST00000606230.2	-17463	ENSG00000147862	NFIB	nuclear factor I B	16_ReprPC
chr9	23818801	23828400	9600	*	2	Promoter (<=1kb)	9	23826491	23828877	2387	1	105375992	ENST00000658911.1	0	NA	LOC105375992	uncharacterized LOC105375992	16_ReprPC
chr9	32954601	32957200	2600	*	1	Intron (ENST00000672846.1/54840, intron 9 of 10)	9	32973440	32975901	2462	2	54840	ENST00000673181.1	18701	ENSG00000137074	APTX	aprataxin	16_ReprPC
chr9	36817401	36820400	3000	*	1	Intron (ENST00000658385.1/105376030, intron 2 of 2)	9	36823539	36823599	61	2	100616289	ENST00000580479.1	3199	ENSG00000266255	MIR4475	microRNA 4475	16_ReprPC
chr9	36982601	36986600	4000	*	1	Intron (ENST00000358127.9/5079, intron 5 of 9)	9	36922694	36966589	43896	2	5079	ENST00000520083.1	-16012	ENSG00000196092	PAX5	paired box 5	16_ReprPC
chr9	36986801	36994400	7600	*	1	Intron (ENST00000358127.9/5079, intron 5 of 9)	9	36840558	37002675	162118	2	5079	ENST00000524340.5	8275	ENSG00000196092	PAX5	paired box 5	16_ReprPC
chr9	36999201	37009600	10400	*	1	Promoter (<=1kb)	9	37002697	37008040	5344	1	105376032	ENST00000509911.2	0	NA	LOC105376032	uncharacterized LOC105376032	16_ReprPC
chr9	79621601	79626800	5200	*	1	Intron (ENST00000376544.7/7091, intron 5 of 17)	9	79652593	79708783	56191	1	7091	ENST00000490347.5	-25793	ENSG00000106829	TLE4	TLE family member 4, transcriptional corepressor	16_ReprPC
chr9	79627401	79635800	8400	*	4	3' UTR	9	79652593	79708783	56191	1	7091	ENST00000490347.5	-16793	ENSG00000106829	TLE4	TLE family member 4, transcriptional corepressor	16_ReprPC
chr9	87284401	87289000	4600	*	1	Distal Intergenic	9	87148644	87159556	10913	1	401535	ENST00000623052.1	135757	ENSG00000204446	LINC02872	long intergenic non-protein coding RNA 2872	16_ReprPC
chr9	96716001	96720600	4600	*	1	Intron (ENST00000661289.1/ENST00000661289.1, intron 1 of 2)	9	96726730	96727469	740	1	441455	ENST00000602289.1	-6130	NA	LOC441455	makorin ring finger protein 1 pseudogene	16_ReprPC
chr9	98279601	98292000	12400	*	1	3' UTR	9	98302843	98303334	492	2	9568	ENST00000636575.1	11334	ENSG00000136928	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	16_ReprPC
chr9	98313601	98319000	5400	*	1	Intron (ENST00000259455.4/9568, intron 13 of 18)	9	98304178	98306571	2394	2	9568	ENST00000634354.1	-7030	ENSG00000136928	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	16_ReprPC
chr9	99372401	99380600	8200	*	2	Promoter (<=1kb)	9	99355410	99375227	19818	2	100996569	ENST00000604258.5	0	ENSG00000271086	NAMA	non-protein coding RNA, associated with MAP kinase pathway and growth arrest	16_ReprPC
chr9	100473401	100477600	4200	*	2	Promoter (<=1kb)	9	100473149	100577636	104488	1	8577	ENST00000374879.5	252	ENSG00000241697	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	16_ReprPC
chr9	100612001	100614400	2400	*	1	Distal Intergenic	9	100578079	100588389	10311	1	347273	ENST00000307584.6	33922	ENSG00000170681	CAVIN4	caveolae associated protein 4	16_ReprPC
chr9	100617601	100628400	10800	*	2	Distal Intergenic	9	100578079	100588389	10311	1	347273	ENST00000307584.6	39522	ENSG00000170681	CAVIN4	caveolae associated protein 4	16_ReprPC
chr9	116860801	116863000	2200	*	1	Intron (ENST00000648160.1/105376239, intron 3 of 4)	9	116838144	116877264	39121	1	105376239	ENST00000648160.1	22657	NA	LOC105376239	uncharacterized LOC105376239	16_ReprPC
chr9	118909801	118921800	12000	*	2	Distal Intergenic	9	118740563	118745312	4750	1	111216287	ENST00000456032.1	169238	NA	LINC02578	long intergenic non-protein coding RNA 2578	16_ReprPC
chr9	124356801	124360800	4000	*	1	Exon (ENST00000259457.8/5695, exon 7 of 8)	9	124383596	124384656	1061	2	5695	ENST00000474081.5	23856	ENSG00000136930	PSMB7	proteasome 20S subunit beta 7	16_ReprPC
chr9	124413001	124413400	400	*	1	Promoter (1-2kb)	9	124353466	124415291	61826	2	5695	ENST00000498485.5	1891	ENSG00000136930	PSMB7	proteasome 20S subunit beta 7	16_ReprPC
chr9	124982201	124990600	8400	*	1	Intron (ENST00000336505.11/286205, intron 14 of 17)	9	124971258	124976186	4929	2	286205	ENST00000494102.2	-6015	ENSG00000173611	SCAI	suppressor of cancer cell invasion	16_ReprPC
chr9	124991001	124994800	3800	*	1	Intron (ENST00000336505.11/286205, intron 14 of 17)	9	124952869	124999923	47055	2	286205	ENST00000467917.5	5123	ENSG00000173611	SCAI	suppressor of cancer cell invasion	16_ReprPC
chr9	129377201	129381000	3800	*	1	Exon (ENST00000444641.2/ENST00000444641.2, exon 1 of 1)	9	129341625	129359515	17891	1	100506119	ENST00000423122.2	35576	ENSG00000233901	LINC01503	long intergenic non-protein coding RNA 1503	16_ReprPC
